file_name,file_path,labels,width,height,format_type,mapped_labels,image_description
cat.1279,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1279.jpg,cat,415,500,jpg,Кот,Изображение cat.1279 имеет разрешение 415x500.
cat.128,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.128.jpg,cat,500,374,jpg,Кот,Изображение cat.128 имеет разрешение 500x374.
cat.1280,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1280.jpg,cat,342,450,jpg,Кот,Изображение cat.1280 имеет разрешение 342x450.
cat.1281,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1281.jpg,cat,480,359,jpg,Кот,Изображение cat.1281 имеет разрешение 480x359.
cat.1282,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1282.jpg,cat,319,231,jpg,Кот,Изображение cat.1282 имеет разрешение 319x231.
cat.1283,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1283.jpg,cat,500,374,jpg,Кот,Изображение cat.1283 имеет разрешение 500x374.
cat.1284,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1284.jpg,cat,499,333,jpg,Кот,Изображение cat.1284 имеет разрешение 499x333.
cat.1285,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1285.jpg,cat,499,375,jpg,Кот,Изображение cat.1285 имеет разрешение 499x375.
cat.1286,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1286.jpg,cat,454,500,jpg,Кот,Изображение cat.1286 имеет разрешение 454x500.
cat.1287,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1287.jpg,cat,480,358,jpg,Кот,Изображение cat.1287 имеет разрешение 480x358.
cat.1288,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1288.jpg,cat,287,384,jpg,Кот,Изображение cat.1288 имеет разрешение 287x384.
cat.1289,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1289.jpg,cat,499,375,jpg,Кот,Изображение cat.1289 имеет разрешение 499x375.
cat.129,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.129.jpg,cat,500,336,jpg,Кот,Изображение cat.129 имеет разрешение 500x336.
cat.1290,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1290.jpg,cat,319,240,jpg,Кот,Изображение cat.1290 имеет разрешение 319x240.
cat.1291,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1291.jpg,cat,500,442,jpg,Кот,Изображение cat.1291 имеет разрешение 500x442.
cat.1292,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1292.jpg,cat,499,375,jpg,Кот,Изображение cat.1292 имеет разрешение 499x375.
cat.1293,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1293.jpg,cat,499,324,jpg,Кот,Изображение cat.1293 имеет разрешение 499x324.
cat.1294,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1294.jpg,cat,499,375,jpg,Кот,Изображение cat.1294 имеет разрешение 499x375.
cat.1295,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1295.jpg,cat,453,446,jpg,Кот,Изображение cat.1295 имеет разрешение 453x446.
cat.1296,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1296.jpg,cat,350,370,jpg,Кот,Изображение cat.1296 имеет разрешение 350x370.
cat.1297,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1297.jpg,cat,499,377,jpg,Кот,Изображение cat.1297 имеет разрешение 499x377.
cat.1298,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1298.jpg,cat,454,341,jpg,Кот,Изображение cat.1298 имеет разрешение 454x341.
cat.1299,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1299.jpg,cat,319,292,jpg,Кот,Изображение cat.1299 имеет разрешение 319x292.
cat.13,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.13.jpg,cat,499,315,jpg,Кот,Изображение cat.13 имеет разрешение 499x315.
cat.130,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.130.jpg,cat,422,500,jpg,Кот,Изображение cat.130 имеет разрешение 422x500.
cat.1300,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1300.jpg,cat,500,374,jpg,Кот,Изображение cat.1300 имеет разрешение 500x374.
cat.1301,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1301.jpg,cat,499,375,jpg,Кот,Изображение cat.1301 имеет разрешение 499x375.
cat.1302,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1302.jpg,cat,499,375,jpg,Кот,Изображение cat.1302 имеет разрешение 499x375.
cat.1303,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1303.jpg,cat,500,374,jpg,Кот,Изображение cat.1303 имеет разрешение 500x374.
cat.1304,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1304.jpg,cat,455,499,jpg,Кот,Изображение cat.1304 имеет разрешение 455x499.
cat.1305,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1305.jpg,cat,400,265,jpg,Кот,Изображение cat.1305 имеет разрешение 400x265.
cat.1306,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1306.jpg,cat,500,374,jpg,Кот,Изображение cat.1306 имеет разрешение 500x374.
cat.1307,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1307.jpg,cat,499,375,jpg,Кот,Изображение cat.1307 имеет разрешение 499x375.
cat.1308,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1308.jpg,cat,294,233,jpg,Кот,Изображение cat.1308 имеет разрешение 294x233.
cat.1309,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1309.jpg,cat,228,148,jpg,Кот,Изображение cat.1309 имеет разрешение 228x148.
cat.131,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.131.jpg,cat,499,375,jpg,Кот,Изображение cat.131 имеет разрешение 499x375.
cat.1310,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1310.jpg,cat,216,215,jpg,Кот,Изображение cat.1310 имеет разрешение 216x215.
cat.1311,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1311.jpg,cat,500,499,jpg,Кот,Изображение cat.1311 имеет разрешение 500x499.
cat.1312,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1312.jpg,cat,500,374,jpg,Кот,Изображение cat.1312 имеет разрешение 500x374.
cat.1313,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1313.jpg,cat,500,374,jpg,Кот,Изображение cat.1313 имеет разрешение 500x374.
cat.1314,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1314.jpg,cat,336,362,jpg,Кот,Изображение cat.1314 имеет разрешение 336x362.
cat.1315,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1315.jpg,cat,499,375,jpg,Кот,Изображение cat.1315 имеет разрешение 499x375.
cat.1316,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1316.jpg,cat,476,499,jpg,Кот,Изображение cat.1316 имеет разрешение 476x499.
cat.1317,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1317.jpg,cat,360,449,jpg,Кот,Изображение cat.1317 имеет разрешение 360x449.
cat.1318,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1318.jpg,cat,500,362,jpg,Кот,Изображение cat.1318 имеет разрешение 500x362.
cat.1319,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1319.jpg,cat,500,374,jpg,Кот,Изображение cat.1319 имеет разрешение 500x374.
cat.132,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.132.jpg,cat,499,336,jpg,Кот,Изображение cat.132 имеет разрешение 499x336.
cat.1320,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1320.jpg,cat,279,274,jpg,Кот,Изображение cat.1320 имеет разрешение 279x274.
cat.1321,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1321.jpg,cat,355,500,jpg,Кот,Изображение cat.1321 имеет разрешение 355x500.
cat.1322,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1322.jpg,cat,500,374,jpg,Кот,Изображение cat.1322 имеет разрешение 500x374.
cat.1323,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1323.jpg,cat,440,499,jpg,Кот,Изображение cat.1323 имеет разрешение 440x499.
cat.1324,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1324.jpg,cat,244,371,jpg,Кот,Изображение cat.1324 имеет разрешение 244x371.
cat.1325,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1325.jpg,cat,288,215,jpg,Кот,Изображение cat.1325 имеет разрешение 288x215.
cat.1326,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1326.jpg,cat,318,398,jpg,Кот,Изображение cat.1326 имеет разрешение 318x398.
cat.1327,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1327.jpg,cat,302,274,jpg,Кот,Изображение cat.1327 имеет разрешение 302x274.
cat.1328,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1328.jpg,cat,499,448,jpg,Кот,Изображение cat.1328 имеет разрешение 499x448.
cat.1329,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1329.jpg,cat,379,475,jpg,Кот,Изображение cat.1329 имеет разрешение 379x475.
cat.133,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.133.jpg,cat,500,374,jpg,Кот,Изображение cat.133 имеет разрешение 500x374.
cat.1330,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1330.jpg,cat,500,374,jpg,Кот,Изображение cat.1330 имеет разрешение 500x374.
cat.1331,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1331.jpg,cat,499,320,jpg,Кот,Изображение cat.1331 имеет разрешение 499x320.
cat.1332,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1332.jpg,cat,423,500,jpg,Кот,Изображение cat.1332 имеет разрешение 423x500.
cat.1333,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1333.jpg,cat,299,326,jpg,Кот,Изображение cat.1333 имеет разрешение 299x326.
cat.1334,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1334.jpg,cat,500,374,jpg,Кот,Изображение cat.1334 имеет разрешение 500x374.
cat.1335,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1335.jpg,cat,480,359,jpg,Кот,Изображение cat.1335 имеет разрешение 480x359.
cat.1336,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1336.jpg,cat,407,499,jpg,Кот,Изображение cat.1336 имеет разрешение 407x499.
cat.1337,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1337.jpg,cat,311,448,jpg,Кот,Изображение cat.1337 имеет разрешение 311x448.
cat.1338,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1338.jpg,cat,500,374,jpg,Кот,Изображение cat.1338 имеет разрешение 500x374.
cat.1339,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1339.jpg,cat,484,457,jpg,Кот,Изображение cat.1339 имеет разрешение 484x457.
cat.134,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.134.jpg,cat,500,374,jpg,Кот,Изображение cat.134 имеет разрешение 500x374.
cat.1340,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1340.jpg,cat,324,290,jpg,Кот,Изображение cat.1340 имеет разрешение 324x290.
cat.1341,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1341.jpg,cat,190,299,jpg,Кот,Изображение cat.1341 имеет разрешение 190x299.
cat.1342,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1342.jpg,cat,350,330,jpg,Кот,Изображение cat.1342 имеет разрешение 350x330.
cat.1343,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1343.jpg,cat,249,200,jpg,Кот,Изображение cat.1343 имеет разрешение 249x200.
cat.1344,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1344.jpg,cat,288,196,jpg,Кот,Изображение cat.1344 имеет разрешение 288x196.
cat.1345,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1345.jpg,cat,422,480,jpg,Кот,Изображение cat.1345 имеет разрешение 422x480.
cat.1346,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1346.jpg,cat,447,299,jpg,Кот,Изображение cat.1346 имеет разрешение 447x299.
cat.1347,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1347.jpg,cat,137,216,jpg,Кот,Изображение cat.1347 имеет разрешение 137x216.
cat.1348,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1348.jpg,cat,309,455,jpg,Кот,Изображение cat.1348 имеет разрешение 309x455.
cat.1349,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1349.jpg,cat,335,448,jpg,Кот,Изображение cat.1349 имеет разрешение 335x448.
cat.135,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.135.jpg,cat,480,457,jpg,Кот,Изображение cat.135 имеет разрешение 480x457.
cat.1350,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1350.jpg,cat,272,248,jpg,Кот,Изображение cat.1350 имеет разрешение 272x248.
cat.1351,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1351.jpg,cat,284,499,jpg,Кот,Изображение cat.1351 имеет разрешение 284x499.
cat.1352,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1352.jpg,cat,320,239,jpg,Кот,Изображение cat.1352 имеет разрешение 320x239.
cat.1353,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1353.jpg,cat,499,451,jpg,Кот,Изображение cat.1353 имеет разрешение 499x451.
cat.1354,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1354.jpg,cat,410,432,jpg,Кот,Изображение cat.1354 имеет разрешение 410x432.
cat.1355,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1355.jpg,cat,299,225,jpg,Кот,Изображение cat.1355 имеет разрешение 299x225.
cat.1356,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1356.jpg,cat,500,374,jpg,Кот,Изображение cat.1356 имеет разрешение 500x374.
cat.1357,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1357.jpg,cat,199,200,jpg,Кот,Изображение cat.1357 имеет разрешение 199x200.
cat.1358,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1358.jpg,cat,500,374,jpg,Кот,Изображение cat.1358 имеет разрешение 500x374.
cat.1359,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1359.jpg,cat,500,332,jpg,Кот,Изображение cat.1359 имеет разрешение 500x332.
cat.136,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.136.jpg,cat,499,372,jpg,Кот,Изображение cat.136 имеет разрешение 499x372.
cat.1360,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1360.jpg,cat,299,267,jpg,Кот,Изображение cat.1360 имеет разрешение 299x267.
cat.1361,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1361.jpg,cat,499,266,jpg,Кот,Изображение cat.1361 имеет разрешение 499x266.
cat.1362,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1362.jpg,cat,495,500,jpg,Кот,Изображение cat.1362 имеет разрешение 495x500.
cat.1363,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1363.jpg,cat,499,374,jpg,Кот,Изображение cat.1363 имеет разрешение 499x374.
cat.1364,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1364.jpg,cat,500,374,jpg,Кот,Изображение cat.1364 имеет разрешение 500x374.
cat.1365,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1365.jpg,cat,278,299,jpg,Кот,Изображение cat.1365 имеет разрешение 278x299.
cat.1366,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1366.jpg,cat,359,500,jpg,Кот,Изображение cat.1366 имеет разрешение 359x500.
cat.1367,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1367.jpg,cat,480,359,jpg,Кот,Изображение cat.1367 имеет разрешение 480x359.
cat.1368,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1368.jpg,cat,179,187,jpg,Кот,Изображение cat.1368 имеет разрешение 179x187.
cat.1369,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1369.jpg,cat,150,166,jpg,Кот,Изображение cat.1369 имеет разрешение 150x166.
cat.137,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.137.jpg,cat,390,500,jpg,Кот,Изображение cat.137 имеет разрешение 390x500.
cat.1370,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1370.jpg,cat,500,397,jpg,Кот,Изображение cat.1370 имеет разрешение 500x397.
cat.1371,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1371.jpg,cat,500,374,jpg,Кот,Изображение cat.1371 имеет разрешение 500x374.
cat.1372,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1372.jpg,cat,374,500,jpg,Кот,Изображение cat.1372 имеет разрешение 374x500.
cat.1373,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1373.jpg,cat,500,374,jpg,Кот,Изображение cat.1373 имеет разрешение 500x374.
cat.1374,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1374.jpg,cat,399,497,jpg,Кот,Изображение cat.1374 имеет разрешение 399x497.
cat.1375,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1375.jpg,cat,274,270,jpg,Кот,Изображение cat.1375 имеет разрешение 274x270.
cat.1376,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1376.jpg,cat,500,374,jpg,Кот,Изображение cat.1376 имеет разрешение 500x374.
cat.1377,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1377.jpg,cat,499,346,jpg,Кот,Изображение cat.1377 имеет разрешение 499x346.
cat.1378,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1378.jpg,cat,178,194,jpg,Кот,Изображение cat.1378 имеет разрешение 178x194.
cat.1379,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1379.jpg,cat,499,375,jpg,Кот,Изображение cat.1379 имеет разрешение 499x375.
cat.138,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.138.jpg,cat,277,320,jpg,Кот,Изображение cat.138 имеет разрешение 277x320.
cat.1380,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1380.jpg,cat,500,374,jpg,Кот,Изображение cat.1380 имеет разрешение 500x374.
cat.1381,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1381.jpg,cat,355,403,jpg,Кот,Изображение cat.1381 имеет разрешение 355x403.
cat.1382,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1382.jpg,cat,500,374,jpg,Кот,Изображение cat.1382 имеет разрешение 500x374.
cat.1383,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1383.jpg,cat,250,187,jpg,Кот,Изображение cat.1383 имеет разрешение 250x187.
cat.1384,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1384.jpg,cat,399,500,jpg,Кот,Изображение cat.1384 имеет разрешение 399x500.
cat.1385,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1385.jpg,cat,347,499,jpg,Кот,Изображение cat.1385 имеет разрешение 347x499.
cat.1386,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1386.jpg,cat,121,121,jpg,Кот,Изображение cat.1386 имеет разрешение 121x121.
cat.1387,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1387.jpg,cat,215,238,jpg,Кот,Изображение cat.1387 имеет разрешение 215x238.
cat.1388,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1388.jpg,cat,446,499,jpg,Кот,Изображение cat.1388 имеет разрешение 446x499.
cat.1389,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1389.jpg,cat,439,486,jpg,Кот,Изображение cat.1389 имеет разрешение 439x486.
cat.139,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.139.jpg,cat,499,303,jpg,Кот,Изображение cat.139 имеет разрешение 499x303.
cat.1390,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1390.jpg,cat,374,500,jpg,Кот,Изображение cat.1390 имеет разрешение 374x500.
cat.1391,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1391.jpg,cat,449,355,jpg,Кот,Изображение cat.1391 имеет разрешение 449x355.
cat.1392,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1392.jpg,cat,183,290,jpg,Кот,Изображение cat.1392 имеет разрешение 183x290.
cat.1393,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1393.jpg,cat,359,270,jpg,Кот,Изображение cat.1393 имеет разрешение 359x270.
cat.1394,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1394.jpg,cat,349,430,jpg,Кот,Изображение cat.1394 имеет разрешение 349x430.
cat.1395,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1395.jpg,cat,328,349,jpg,Кот,Изображение cat.1395 имеет разрешение 328x349.
cat.1396,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1396.jpg,cat,441,473,jpg,Кот,Изображение cat.1396 имеет разрешение 441x473.
cat.1397,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1397.jpg,cat,499,375,jpg,Кот,Изображение cat.1397 имеет разрешение 499x375.
cat.1398,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1398.jpg,cat,394,499,jpg,Кот,Изображение cat.1398 имеет разрешение 394x499.
cat.1399,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1399.jpg,cat,448,335,jpg,Кот,Изображение cat.1399 имеет разрешение 448x335.
cat.14,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.14.jpg,cat,320,267,jpg,Кот,Изображение cat.14 имеет разрешение 320x267.
cat.140,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.140.jpg,cat,252,265,jpg,Кот,Изображение cat.140 имеет разрешение 252x265.
cat.1400,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1400.jpg,cat,500,402,jpg,Кот,Изображение cat.1400 имеет разрешение 500x402.
cat.1401,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1401.jpg,cat,483,500,jpg,Кот,Изображение cat.1401 имеет разрешение 483x500.
cat.1402,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1402.jpg,cat,215,288,jpg,Кот,Изображение cat.1402 имеет разрешение 215x288.
cat.1403,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1403.jpg,cat,320,239,jpg,Кот,Изображение cat.1403 имеет разрешение 320x239.
cat.1404,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1404.jpg,cat,201,270,jpg,Кот,Изображение cat.1404 имеет разрешение 201x270.
cat.1405,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1405.jpg,cat,431,465,jpg,Кот,Изображение cat.1405 имеет разрешение 431x465.
cat.1406,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1406.jpg,cat,350,261,jpg,Кот,Изображение cat.1406 имеет разрешение 350x261.
cat.1407,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1407.jpg,cat,149,113,jpg,Кот,Изображение cat.1407 имеет разрешение 149x113.
cat.1408,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1408.jpg,cat,403,323,jpg,Кот,Изображение cat.1408 имеет разрешение 403x323.
cat.1409,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1409.jpg,cat,319,240,jpg,Кот,Изображение cat.1409 имеет разрешение 319x240.
cat.141,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.141.jpg,cat,500,374,jpg,Кот,Изображение cat.141 имеет разрешение 500x374.
cat.1410,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1410.jpg,cat,266,399,jpg,Кот,Изображение cat.1410 имеет разрешение 266x399.
cat.1411,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1411.jpg,cat,360,499,jpg,Кот,Изображение cat.1411 имеет разрешение 360x499.
cat.1412,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1412.jpg,cat,295,255,jpg,Кот,Изображение cat.1412 имеет разрешение 295x255.
cat.1413,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1413.jpg,cat,464,365,jpg,Кот,Изображение cat.1413 имеет разрешение 464x365.
cat.1414,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1414.jpg,cat,499,375,jpg,Кот,Изображение cat.1414 имеет разрешение 499x375.
cat.1415,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1415.jpg,cat,499,375,jpg,Кот,Изображение cat.1415 имеет разрешение 499x375.
cat.1416,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1416.jpg,cat,499,438,jpg,Кот,Изображение cat.1416 имеет разрешение 499x438.
cat.1417,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1417.jpg,cat,499,375,jpg,Кот,Изображение cat.1417 имеет разрешение 499x375.
cat.1418,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1418.jpg,cat,152,153,jpg,Кот,Изображение cat.1418 имеет разрешение 152x153.
cat.1419,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1419.jpg,cat,500,374,jpg,Кот,Изображение cat.1419 имеет разрешение 500x374.
cat.142,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.142.jpg,cat,369,498,jpg,Кот,Изображение cat.142 имеет разрешение 369x498.
cat.1420,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1420.jpg,cat,499,451,jpg,Кот,Изображение cat.1420 имеет разрешение 499x451.
cat.1421,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1421.jpg,cat,499,375,jpg,Кот,Изображение cat.1421 имеет разрешение 499x375.
cat.1422,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1422.jpg,cat,427,494,jpg,Кот,Изображение cat.1422 имеет разрешение 427x494.
cat.1423,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1423.jpg,cat,90,58,jpg,Кот,Изображение cat.1423 имеет разрешение 90x58.
cat.1424,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1424.jpg,cat,499,375,jpg,Кот,Изображение cat.1424 имеет разрешение 499x375.
