file_path,labels,width,height,format_type
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2209.jpg,cat,499,375,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.221.jpg,cat,499,375,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2210.jpg,cat,215,160,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2211.jpg,cat,291,436,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2212.jpg,cat,417,500,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2213.jpg,cat,179,135,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2214.jpg,cat,499,417,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2215.jpg,cat,190,278,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2216.jpg,cat,500,421,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2217.jpg,cat,442,437,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2218.jpg,cat,375,499,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2219.jpg,cat,390,314,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.222.jpg,cat,499,375,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2220.jpg,cat,499,375,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2221.jpg,cat,500,374,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2222.jpg,cat,499,375,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2223.jpg,cat,319,240,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2224.jpg,cat,349,344,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2225.jpg,cat,199,133,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2226.jpg,cat,499,375,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2227.jpg,cat,299,128,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2228.jpg,cat,499,393,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2229.jpg,cat,375,499,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.223.jpg,cat,469,433,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2230.jpg,cat,480,359,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2231.jpg,cat,500,374,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2232.jpg,cat,402,499,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2233.jpg,cat,499,328,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2234.jpg,cat,499,375,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2235.jpg,cat,265,499,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2236.jpg,cat,313,500,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2237.jpg,cat,499,333,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2238.jpg,cat,499,375,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2239.jpg,cat,297,247,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.224.jpg,cat,500,374,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2240.jpg,cat,427,459,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2241.jpg,cat,463,480,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2242.jpg,cat,216,287,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2243.jpg,cat,300,224,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2244.jpg,cat,500,335,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2245.jpg,cat,500,374,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2246.jpg,cat,376,499,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2247.jpg,cat,499,439,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2248.jpg,cat,249,447,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2249.jpg,cat,500,331,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.225.jpg,cat,349,310,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2250.jpg,cat,195,258,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2251.jpg,cat,430,499,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2252.jpg,cat,499,392,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2253.jpg,cat,500,374,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2254.jpg,cat,373,354,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2255.jpg,cat,459,345,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2256.jpg,cat,447,336,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2257.jpg,cat,384,499,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2258.jpg,cat,500,374,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2259.jpg,cat,410,355,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.226.jpg,cat,499,375,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2260.jpg,cat,239,320,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2261.jpg,cat,499,375,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2262.jpg,cat,199,238,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2263.jpg,cat,199,225,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2264.jpg,cat,375,298,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2265.jpg,cat,499,333,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2266.jpg,cat,375,499,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2267.jpg,cat,499,344,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2268.jpg,cat,406,500,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2269.jpg,cat,500,274,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.227.jpg,cat,448,335,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2270.jpg,cat,499,367,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2271.jpg,cat,285,499,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2272.jpg,cat,499,375,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2273.jpg,cat,500,413,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2274.jpg,cat,479,430,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2275.jpg,cat,199,184,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2276.jpg,cat,199,249,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2277.jpg,cat,205,233,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2278.jpg,cat,399,421,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2279.jpg,cat,447,336,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.228.png,cat,500,374,PNG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2280.jpg,cat,500,374,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2281.jpg,cat,303,217,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2282.jpg,cat,499,456,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2283.jpg,cat,500,374,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2284.jpg,cat,403,378,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2285.jpg,cat,483,499,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2286.jpg,cat,499,384,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2287.jpg,cat,479,499,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2288.jpg,cat,375,499,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2289.jpg,cat,344,499,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.229.jpg,cat,335,499,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2290.jpg,cat,325,399,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2291.jpg,cat,359,303,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2292.jpg,cat,499,328,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2293.jpg,cat,499,375,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2294.jpg,cat,499,471,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2295.jpg,cat,499,375,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2296.jpg,cat,479,360,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2297.jpg,cat,439,499,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2298.jpg,cat,499,420,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2299.jpg,cat,500,335,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.23.jpg,cat,334,256,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.230.jpg,cat,499,357,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2300.jpg,cat,349,262,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2301.jpg,cat,380,399,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2302.jpg,cat,500,303,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2303.jpg,cat,375,499,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2304.jpg,cat,247,293,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2305.jpg,cat,499,375,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2306.jpg,cat,500,374,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2307.jpg,cat,499,375,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2308.jpg,cat,326,500,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2309.jpg,cat,433,263,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.231.jpg,cat,500,374,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2310.jpg,cat,499,375,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2311.jpg,cat,500,240,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2312.jpg,cat,499,375,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2313.jpg,cat,228,171,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2314.jpg,cat,500,374,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2315.jpg,cat,500,374,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2316.jpg,cat,447,302,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2317.jpg,cat,500,374,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2318.jpg,cat,162,189,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2319.jpg,cat,276,225,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.232.jpg,cat,500,374,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2320.jpg,cat,500,374,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2321.jpg,cat,500,374,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2322.jpg,cat,320,239,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2323.jpg,cat,500,374,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2324.jpg,cat,499,429,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2325.jpg,cat,401,286,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2326.jpg,cat,314,192,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2327.jpg,cat,500,374,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2328.jpg,cat,422,500,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2329.jpg,cat,500,374,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.233.jpg,cat,499,350,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2330.jpg,cat,320,232,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2331.jpg,cat,320,239,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2332.jpg,cat,303,228,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2333.jpg,cat,500,374,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2334.jpg,cat,500,374,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2335.jpg,cat,421,335,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2336.jpg,cat,500,355,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2337.jpg,cat,499,375,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2338.jpg,cat,499,375,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2339.jpg,cat,500,438,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.234.jpg,cat,217,287,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2340.jpg,cat,478,359,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2341.jpg,cat,299,417,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2342.jpg,cat,320,239,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2343.jpg,cat,499,316,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2344.jpg,cat,499,375,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2345.jpg,cat,500,374,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2346.jpg,cat,500,374,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2347.jpg,cat,366,499,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2348.jpg,cat,499,377,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2349.jpg,cat,407,499,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.235.jpg,cat,500,374,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2350.jpg,cat,500,370,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2351.jpg,cat,299,241,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2352.jpg,cat,234,200,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2353.jpg,cat,400,300,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2354.jpg,cat,135,134,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2355.jpg,cat,500,374,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2356.jpg,cat,350,207,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2357.jpg,cat,500,376,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2358.jpg,cat,252,188,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2359.jpg,cat,143,163,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.236.jpg,cat,499,375,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2360.jpg,cat,383,401,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2361.jpg,cat,225,274,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2362.jpg,cat,499,375,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2363.jpg,cat,500,415,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2364.jpg,cat,299,203,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2365.jpg,cat,499,343,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2366.jpg,cat,500,374,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2367.jpg,cat,500,376,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2368.jpg,cat,328,332,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2369.jpg,cat,448,319,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.237.jpg,cat,500,374,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2370.jpg,cat,349,262,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2371.jpg,cat,350,261,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2372.jpg,cat,499,375,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2373.jpg,cat,500,373,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2374.jpg,cat,499,375,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2375.jpg,cat,315,301,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2376.jpg,cat,399,338,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2377.jpg,cat,500,471,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2378.jpg,cat,499,333,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2379.jpg,cat,500,385,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.238.jpg,cat,461,500,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2380.jpg,cat,499,375,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2381.jpg,cat,320,239,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2382.jpg,cat,500,320,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2383.jpg,cat,309,269,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2384.jpg,cat,499,375,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2385.jpg,cat,320,500,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2386.jpg,cat,500,374,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2387.jpg,cat,499,374,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2388.jpg,cat,491,499,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2389.jpg,cat,230,320,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.239.jpg,cat,499,336,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2390.jpg,cat,249,178,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2391.jpg,cat,320,239,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2392.jpg,cat,499,374,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2393.jpg,cat,200,177,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2394.jpg,cat,499,432,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2395.jpg,cat,350,472,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2396.jpg,cat,367,500,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2397.jpg,cat,299,251,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2398.jpg,cat,499,374,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2399.jpg,cat,499,375,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.24.jpg,cat,500,374,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.240.jpg,cat,500,424,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2400.jpg,cat,320,223,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2401.jpg,cat,336,363,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2402.jpg,cat,480,336,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2403.jpg,cat,287,216,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2404.jpg,cat,289,389,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2405.jpg,cat,352,379,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2406.jpg,cat,439,441,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2407.jpg,cat,181,216,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2408.jpg,cat,499,375,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2409.jpg,cat,500,395,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.241.jpg,cat,499,375,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2410.jpg,cat,496,350,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2411.jpg,cat,499,387,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2412.jpg,cat,376,499,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2413.jpg,cat,500,374,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2414.jpg,cat,235,350,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2415.jpg,cat,139,109,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2416.jpg,cat,499,375,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2417.jpg,cat,475,345,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2418.jpg,cat,499,375,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2419.jpg,cat,499,375,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.242.jpg,cat,500,374,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2420.jpg,cat,499,400,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2421.jpg,cat,500,374,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2422.jpg,cat,500,332,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2423.jpg,cat,500,374,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2424.jpg,cat,249,152,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2425.jpg,cat,499,357,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2426.jpg,cat,245,299,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2427.jpg,cat,500,331,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2428.jpg,cat,499,375,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2429.jpg,cat,499,480,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.243.jpg,cat,500,374,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2430.jpg,cat,333,499,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2431.jpg,cat,499,375,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2432.jpg,cat,500,374,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2433.jpg,cat,59,41,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2434.jpg,cat,499,318,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2435.jpg,cat,415,499,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2436.jpg,cat,499,375,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2437.jpg,cat,259,187,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2438.jpg,cat,461,499,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2439.jpg,cat,352,290,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.244.jpg,cat,300,200,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2440.jpg,cat,452,335,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2441.jpg,cat,500,374,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2442.jpg,cat,442,274,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2443.jpg,cat,500,374,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2444.jpg,cat,227,240,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2445.jpg,cat,400,308,JPG
c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.2446.jpg,cat,499,397,JPG
